CODIGO_MACROPROYECTO,MACRO_PROYECTO,CATEGORIA,FECHA,TIPO_DE_PRESUPUESTO,UNIDADES,PESOS
GPR1907,Alameda  170,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR1952,Santa Cruz,Actual,1/1/2024,Financiero,0,0.00
GPR2116,Ponteverdi,Actual,1/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,1/1/2024,Financiero,140,26403160000.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,40,7885795791.54
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Financiero,60,11339473731.48
GPR1975,Parque Heredia,Actual,1/1/2024,Financiero,16,3192787536.15
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,17,3611179424.96
GPR1947,Valparaiso,Lanzamiento,1/1/2024,Financiero,0,0.00
GPR1943,San Antonio,Actual,1/1/2024,Financiero,10,951362202.89
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Financiero,9,2840909090.91
GPR1912,Boreal ,Actual,1/1/2024,Financiero,15,8458806799.87
GPR1912,Boreal ,Futuras Etapas,1/1/2024,Financiero,15,8458806799.87
GPR1906,Brisas del Río,Actual,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Financiero,0,0.00
GPR1934,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1922,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1949,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,15,2865181751.06
GPR1916,Granada,Actual,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR2009,Cangrejera,Categoria 1,1/1/2024,Financiero,0,0.00
GPR2009,Cangrejera,Categoria 1,1/1/2024,Financiero,0,0.00
GPR1910,Cantabria ,Actual,1/1/2024,Financiero,0,0.00
GPR2217,Parque Heredia,Actual,1/1/2024,Financiero,20,3242553800.00
GPR2217,Parque Heredia,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,1/1/2024,Financiero,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,9,4767814400.27
GPR1943,San Antonio,Actual,1/1/2024,Financiero,1,100225044.61
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1914,Otoño,Actual,1/1/2024,Financiero,7,3994495412.84
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Financiero,8,5640608000.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Financiero,60,9187334902.76
GPR2309,Colsubsidio mz9,Categoria 1,1/1/2024,Financiero,10,5000000000.00
GPR1910,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1917,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1943,San Antonio,Actual,1/1/2024,Financiero,26,3804216000.00
GPR1952,Santa Cruz,Actual,1/1/2024,Financiero,0,0.00
GPR1908,Alejandria,Actual,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,12,3579659480.56
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,9,2527941176.47
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,5,817146397.14
GPR1914,Otoño,Actual,1/1/2024,Financiero,0,0.00
GPR1914,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR2218,Jardines del rio ,Categoria 1,1/1/2024,Financiero,6,6328218777.78
GPR1921,Las Huerta de Cajica,Actual,1/1/2024,Financiero,0,0.00
GPR1921,Las Huerta de Cajica,Actual,1/1/2024,Financiero,10,4879951735.29
GPR2208,Jardines de Fontanar,Actual,1/1/2024,Financiero,10,5812229156.50
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1973,La Felicidad,Actual,1/1/2024,Financiero,15,8497045790.25
GPR1973,La Felicidad,Actual,1/1/2024,Financiero,7,6228249678.16
GPR1973,La Felicidad,Actual,1/1/2024,Financiero,3,2005434782.61
GPR1969,Lomas Cúcuta,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Lanzamiento,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,0,0.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Financiero,9,3673440000.00
GPR1914,Otoño,Actual,1/1/2024,Financiero,0,0.00
GPR1914,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1950,llano alto/Juanambu,Actual,1/1/2024,Financiero,20,2903863636.36
GPR1950,llano alto/Juanambu,Actual,1/1/2024,Financiero,0,0.00
GPR2128,Santa Cruz,Actual,1/1/2024,Financiero,30,3685165311.34
GPR2128,Santa Cruz,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,20,4145750100.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR2316,Maria Auxiliadora,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR2004,Mirador de la cienaga ,Actual,1/1/2024,Financiero,0,0.00
GPR2201,Monterivera,Actual,1/1/2024,Financiero,4,4621847824.24
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,30,2015563791.42
GPR2401,Mirador de la cienaga ,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1947,Valparaiso,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,4,3469625844.87
GPR1936,Sauces,Actual,1/1/2024,Financiero,0,0.00
GPR1914,Otoño,Actual,1/1/2024,Financiero,9,4699352331.61
GPR1923,Serena del Mar,Actual,1/1/2024,Financiero,8,3718699186.99
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Financiero,0,0.00
GPR1950,llano alto/Juanambu,Categoria 1,1/1/2024,Financiero,0,0.00
GPR1971,llano alto/Juanambu,Categoria 1,1/1/2024,Financiero,0,0.00
GPR2004,Mirador de la cienaga ,Actual,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Financiero,31,5454137516.73
GPR2109,Paseo del Parque,Actual,1/1/2024,Financiero,10,2343500800.80
GPR2109,Paseo del Parque,Actual,1/1/2024,Financiero,25,6578021307.66
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,30,5167078634.73
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,13,2092882235.29
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,10,1850205316.54
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR1930,Ponte Verdi,Actual,1/1/2024,Financiero,1,1144125594.23
PES2117,Portal de Norte,Categoria 2,1/1/2024,Financiero,0,0.00
PES2117,Portal de Norte,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Futuras Etapas,1/1/2024,Financiero,50,9396000000.00
GPR1916,Granada,Actual,1/1/2024,Financiero,7,1396844547.06
GPR1913,Bosque,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,4,1030370370.37
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,12,3948684000.00
GPR2107,Proscenio,Categoria 1,1/1/2024,Financiero,2,10280373831.78
GPR1933,Refugio del valle ,Actual,1/1/2024,Financiero,1,1720285045.50
GPR1916,Granada,Actual,1/1/2024,Financiero,0,0.00
GPR1916,Granada,Actual,1/1/2024,Financiero,6,2891980632.00
GPR2013,Las Huerta de Cajica,Actual,1/1/2024,Financiero,12,3100000000.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,30,5584906472.73
GPR2218,Jardines del rio ,Categoria 1,1/1/2024,Financiero,10,7633736695.91
GPR1925,Valle de Luna ,Actual,1/1/2024,Financiero,5,5099024809.78
ADM2318,San Bernardo,Categoria 2,1/1/2024,Financiero,0,0.00
GPR2301,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,4,4604521230.77
GPR1916,Granada,Actual,1/1/2024,Financiero,0,0.00
GPR2003,Senderos de Modelia,Actual,1/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Financiero,40,7381104860.88
GPR1918,Serrania de los Nogales ,Actual,1/1/2024,Financiero,0,0.00
GPR2307,Lote Fan,Categoria 2,1/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,7,1083220888.02
GPR1922,Parque Heredia,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Futuras Etapas,1/1/2024,Financiero,0,0.00
GPR1929,Valle de Luna ,Actual,1/1/2024,Financiero,10,2756204400.79
GPR1922,Parque Heredia,Actual,1/1/2024,Financiero,0,0.00
GPR1952,Santa Cruz,Actual,1/1/2024,Financiero,4,568151979.58
GPR1927,Valle de Luna ,Actual,1/1/2024,Financiero,12,3360000000.00
GPR1923,Serena del Mar,Actual,1/1/2024,Financiero,10,3643835616.44
GPR1914,Otoño,Actual,1/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,9,3772422581.25
GPR2308,Las Palmas - Girardot,Actual,1/1/2024,Financiero,23,3742836000.00
GPR2128,Santa Cruz,Actual,1/1/2024,Financiero,20,3588838338.46
GPR1923,Serena del Mar,Actual,1/1/2024,Financiero,0,0.00
GPR2213,Puente Largo,Categoria 1,1/1/2024,Financiero,10,6311595345.35
GPR2128,Santa Cruz,Actual,1/1/2024,Financiero,20,3641180000.00
GPR1943,San Antonio,Actual,1/1/2024,Financiero,6,794745574.53
GPR1902,Alameda del Río,Actual,1/1/2024,Financiero,0,0.00
GPR2209,Bella Suiza,Actual,1/1/2024,Financiero,5,4688379708.48
GPR1916,Granada,Actual,1/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Financiero,0,0.00
GPR1951,,Actual,1/1/2024,Financiero,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Financiero,0,0.00
GPR2005,Valle de Luna ,Actual,1/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Financiero,0,0.00
GPR2109,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,0,0.00
GPR1972,Granada,Actual,1/1/2024,Financiero,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Financiero,0,0.00
GPR1912,Boreal ,Actual,1/1/2024,Financiero,0,0.00
GPR1904,Monterivera,Actual,1/1/2024,Financiero,0,0.00
GPR1923,Serena del Mar,Actual,1/1/2024,Financiero,0,0.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Financiero,0,0.00
GPR2213,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR2205,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR2209,Empresarial ,Actual,1/1/2024,Financiero,0,0.00
GPR1907,Alameda  170,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,955549610.00
GPR1952,Santa Cruz,Actual,1/1/2024,Comercial,3,351000000.00
GPR2116,Ponteverdi,Actual,1/1/2024,Comercial,2,3313191949.50
GPR2205,Otoño,Categoria 2,1/1/2024,Comercial,30,6450186660.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,956741020.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,20,3903415760.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,0,0.00
GPR2205,Otoño,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Comercial,20,3754663360.00
GPR1975,Parque Heredia,Actual,1/1/2024,Comercial,10,1830989420.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,12,2367792000.00
GPR1947,Valparaiso,Lanzamiento,1/1/2024,Comercial,0,0.00
GPR1943,San Antonio,Actual,1/1/2024,Comercial,5,585000000.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,5,877500000.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Comercial,9,2944824602.40
GPR1912,Boreal ,Actual,1/1/2024,Comercial,3,1601350005.00
GPR1912,Boreal ,Futuras Etapas,1/1/2024,Comercial,8,6007164608.00
GPR1906,Brisas del Río,Actual,1/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Comercial,3,538200000.00
GPR1934,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1922,Empresarial ,Actual,1/1/2024,Comercial,2,734000000.00
GPR1949,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,12,2215200000.00
GPR1916,Granada,Actual,1/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Comercial,3,538200000.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,876905050.00
GPR2009,Cangrejera,Categoria 1,1/1/2024,Comercial,0,0.00
GPR2009,Cangrejera,Categoria 1,1/1/2024,Comercial,0,0.00
GPR1910,Cantabria ,Actual,1/1/2024,Comercial,3,1929000000.00
GPR2217,Parque Heredia,Actual,1/1/2024,Comercial,5,756378000.00
GPR2217,Parque Heredia,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,1/1/2024,Comercial,0,0.00
GPR2219,Casablanca - Rionegro,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Comercial,8,1456000000.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,7,4294479644.00
GPR1943,San Antonio,Actual,1/1/2024,Comercial,3,444600000.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,4,717600000.00
GPR1914,Otoño,Actual,1/1/2024,Comercial,5,2694254370.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Comercial,30,6099542310.00
GPR2309,Colsubsidio mz9,Categoria 1,1/1/2024,Comercial,0,0.00
GPR1910,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1917,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1943,San Antonio,Actual,1/1/2024,Comercial,12,1758503988.00
GPR1952,Santa Cruz,Actual,1/1/2024,Comercial,2,234000000.00
GPR1908,Alejandria,Actual,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,4,1217540180.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,5,975000000.00
GPR1914,Otoño,Actual,1/1/2024,Comercial,3,585000000.00
GPR1914,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,965895937.62
GPR2218,Jardines del rio ,Categoria 1,1/1/2024,Comercial,6,6348563586.00
GPR1921,Las Huerta de Cajica,Actual,1/1/2024,Comercial,0,0.00
GPR1921,Las Huerta de Cajica,Actual,1/1/2024,Comercial,7,3472463876.00
GPR2208,Jardines de Fontanar,Actual,1/1/2024,Comercial,7,3396376300.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1973,La Felicidad,Actual,1/1/2024,Comercial,7,4658938616.03
GPR1973,La Felicidad,Actual,1/1/2024,Comercial,3,2584559628.00
GPR1973,La Felicidad,Actual,1/1/2024,Comercial,1,761133477.43
GPR1969,Lomas Cúcuta,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Lanzamiento,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,5,975000000.00
GPR1921,Las Huerta de Cajica,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Comercial,8,1853748200.00
GPR1914,Otoño,Actual,1/1/2024,Comercial,3,585000000.00
GPR1914,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1950,llano alto/Juanambu,Actual,1/1/2024,Comercial,5,975000000.00
GPR1950,llano alto/Juanambu,Actual,1/1/2024,Comercial,5,847563866.38
GPR2128,Santa Cruz,Actual,1/1/2024,Comercial,20,2369360060.00
GPR2128,Santa Cruz,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,15,2952898245.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Comercial,5,877500000.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,4,780000000.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,984949215.00
GPR2316,Maria Auxiliadora,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR2004,Mirador de la cienaga ,Actual,1/1/2024,Comercial,10,1755000000.00
GPR2201,Monterivera,Actual,1/1/2024,Comercial,3,3411336633.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,5,125000000.00
GPR2401,Mirador de la cienaga ,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1947,Valparaiso,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,3,2244812324.18
GPR1936,Sauces,Actual,1/1/2024,Comercial,3,526500000.00
GPR1914,Otoño,Actual,1/1/2024,Comercial,7,3231263288.00
GPR1923,Serena del Mar,Actual,1/1/2024,Comercial,8,3752508416.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Comercial,5,877500000.00
GPR1950,llano alto/Juanambu,Categoria 1,1/1/2024,Comercial,0,6256070160.00
GPR1971,llano alto/Juanambu,Categoria 1,1/1/2024,Comercial,40,2085356720.00
GPR2004,Mirador de la cienaga ,Actual,1/1/2024,Comercial,5,877500000.00
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Comercial,5,864426590.00
GPR2109,Paseo del Parque,Actual,1/1/2024,Comercial,10,2367183110.00
GPR2109,Paseo del Parque,Actual,1/1/2024,Comercial,10,2617321940.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,10,1775844000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,5,975000000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,5,975000000.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,5,911342260.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,20,4082811980.00
GPR1930,Ponte Verdi,Actual,1/1/2024,Comercial,0,0.00
PES2117,Portal de Norte,Categoria 2,1/1/2024,Comercial,0,0.00
PES2117,Portal de Norte,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1975,Ciudadela del Portal,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1916,Granada,Actual,1/1/2024,Comercial,5,2633302155.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,4,1193883384.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,10,1563931540.00
GPR2107,Proscenio,Categoria 1,1/1/2024,Comercial,18,30000000000.00
GPR1933,Refugio del valle ,Actual,1/1/2024,Comercial,1,2051217769.18
GPR1916,Granada,Actual,1/1/2024,Comercial,0,0.00
GPR1916,Granada,Actual,1/1/2024,Comercial,5,2294389780.00
GPR2013,Las Huerta de Cajica,Actual,1/1/2024,Comercial,10,2632189470.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,20,3507840000.00
GPR2218,Jardines del rio ,Categoria 1,1/1/2024,Comercial,10,8102561120.00
GPR1925,Valle de Luna ,Actual,1/1/2024,Comercial,3,3163552987.03
ADM2318,San Bernardo,Categoria 2,1/1/2024,Comercial,0,0.00
GPR2301,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,3,3340806156.00
GPR1916,Granada,Actual,1/1/2024,Comercial,2,805214604.80
GPR2003,Senderos de Modelia,Actual,1/1/2024,Comercial,3,1528455791.25
GPR1975,Ciudadela del Portal,Actual,1/1/2024,Comercial,5,875152010.00
GPR1918,Serrania de los Nogales ,Actual,1/1/2024,Comercial,0,0.00
GPR2307,Lote Fan,Categoria 2,1/1/2024,Comercial,0,0.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,5,903500000.00
GPR1922,Parque Heredia,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1922,Parque Heredia,Futuras Etapas,1/1/2024,Comercial,0,0.00
GPR1929,Valle de Luna ,Actual,1/1/2024,Comercial,6,1815691686.00
GPR1922,Parque Heredia,Actual,1/1/2024,Comercial,0,0.00
GPR1952,Santa Cruz,Actual,1/1/2024,Comercial,5,877500000.00
GPR1927,Valle de Luna ,Actual,1/1/2024,Comercial,8,2634042404.86
GPR1923,Serena del Mar,Actual,1/1/2024,Comercial,10,4479006080.00
GPR1914,Otoño,Actual,1/1/2024,Comercial,3,585000000.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,8,3609545224.00
GPR2308,Las Palmas - Girardot,Actual,1/1/2024,Comercial,23,4608704304.00
GPR2128,Santa Cruz,Actual,1/1/2024,Comercial,10,1677830270.00
GPR1923,Serena del Mar,Actual,1/1/2024,Comercial,0,0.00
GPR2213,Puente Largo,Categoria 1,1/1/2024,Comercial,20,13286323660.00
GPR2128,Santa Cruz,Actual,1/1/2024,Comercial,15,2752111995.00
GPR1943,San Antonio,Actual,1/1/2024,Comercial,4,702000000.00
GPR1902,Alameda del Río,Actual,1/1/2024,Comercial,0,0.00
GPR2209,Bella Suiza,Actual,1/1/2024,Comercial,4,2900135260.00
GPR1916,Granada,Actual,1/1/2024,Comercial,0,0.00
GPR1939,Las Palmas - Girardot,Actual,1/1/2024,Comercial,0,0.00
GPR1951,,Actual,1/1/2024,Comercial,0,0.00
GPR1949,Hacienda RosaBlanca Y Buque,Actual,1/1/2024,Comercial,0,0.00
GPR2005,Valle de Luna ,Actual,1/1/2024,Comercial,0,0.00
GPR1913,Bosque,Actual,1/1/2024,Comercial,0,0.00
GPR2109,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,0,0.00
GPR1972,Granada,Actual,1/1/2024,Comercial,0,0.00
GPR1936,Sauces,Actual,1/1/2024,Comercial,0,0.00
GPR1912,Boreal ,Actual,1/1/2024,Comercial,0,0.00
GPR1904,Monterivera,Actual,1/1/2024,Comercial,0,0.00
GPR1923,Serena del Mar,Actual,1/1/2024,Comercial,0,0.00
GPR1940,Ciudad Verde,Actual,1/1/2024,Comercial,0,0.00
GPR2213,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR2205,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR2209,Empresarial ,Actual,1/1/2024,Comercial,0,0.00
GPR1907,Alameda  170,Actual,2/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,2/1/2024,Financiero,0,0.00
GPR1952,Santa Cruz,Actual,2/1/2024,Financiero,0,0.00
GPR2116,Ponteverdi,Actual,2/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,2/1/2024,Financiero,107,20179558000.00
GPR1940,Ciudad Verde,Actual,2/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,2/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,2/1/2024,Financiero,40,7885795791.54
GPR1902,Alameda del Río,Actual,2/1/2024,Financiero,0,0.00
GPR2205,Otoño,Categoria 2,2/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,2/1/2024,Financiero,60,11339473731.48
GPR1975,Parque Heredia,Actual,2/1/2024,Financiero,18,3591885978.17
GPR1922,Parque Heredia,Actual,2/1/2024,Financiero,17,3611179424.96
GPR1947,Valparaiso,Lanzamiento,2/1/2024,Financiero,0,0.00
GPR1943,San Antonio,Actual,2/1/2024,Financiero,7,665953542.03
GPR1922,Parque Heredia,Actual,2/1/2024,Financiero,0,0.00
GPR1902,Alameda del Río,Actual,2/1/2024,Financiero,0,0.00
GPR1939,Las Palmas - Girardot,Actual,2/1/2024,Financiero,9,2840909090.91
GPR1912,Boreal ,Actual,2/1/2024,Financiero,6,3383522719.95
GPR1912,Boreal ,Futuras Etapas,2/1/2024,Financiero,15,8458806799.87
GPR1906,Brisas del Río,Actual,2/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,2/1/2024,Financiero,0,0.00
GPR1934,Empresarial ,Actual,2/1/2024,Financiero,0,0.00
GPR1922,Empresarial ,Actual,2/1/2024,Financiero,0,0.00
GPR1949,Empresarial ,Actual,2/1/2024,Financiero,0,0.00
GPR1922,Parque Heredia,Actual,2/1/2024,Financiero,15,2865181751.06
GPR1916,Granada,Actual,2/1/2024,Financiero,0,0.00
GPR1975,Ciudadela del Portal,Actual,2/1/2024,Financiero,0,0.00
GPR1913,Bosque,Actual,2/1/2024,Financiero,0,0.00
GPR2009,Cangrejera,Categoria 1,2/1/2024,Financiero,0,0.00
GPR2009,Cangrejera,Categoria 1,2/1/2024,Financiero,0,0.00
GPR1910,Cantabria ,Actual,2/1/2024,Financiero,0,0.00
GPR2217,Parque Heredia,Actual,2/1/2024,Financiero,20,3242553800.00
